"id";"secteurstatistique_code";"secteurstatistique_nom_fr";"secteurstatistique_nom_nl";"quartier_code";"quartier_nom_fr";"quartier_nom_nl";"commune_code";"commune_nom_fr";"commune_nom_nl"
346;"21012A811";MYRTES-NORD;MIRTEN-NOORD;65;KORENBEEK;KORENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
347;"21012A822";KORENBEEK;KORENBEEK;65;KORENBEEK;KORENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
348;"21012A833";ELBERS;ELBERS;65;KORENBEEK;KORENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
349;"21003A04-";L. DE SMET;L. DE SMET;66;POTAARDE;POTAARDE;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
350;"21003A312";POTAARDE  VLAK;POTAARDE VLAK;66;POTAARDE;POTAARDE;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
351;"21003A38-";KONINCKXBOS;KONINCKXBOS;66;POTAARDE;POTAARDE;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
352;"21003A00-";CENTRE;CENTRUM;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
353;"21003A01K";MOLENBERG;MOLENBERG;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
354;"21003A02-";LAURE - BASILIQUE;LAURA - BASILIEK;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
355;"21003A05-";DE SELLIERS DE MORANVILLE;DE SELLIERS DE MORANVILLE;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
356;"21003A0AJ";HUNDERENVELD;HUNDERENVELD;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
357;"21003A11K";CITE MODERNE;MODERNE WIJK;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
358;"21003A212";CLOS DU ZAVELENBERG;ZAVELENBERGGAARDE;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
359;"21003A283";ZAVELENBERG;ZAVELENBERG;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
360;"21003A2MJ";GARE;STATION;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
361;"21003A323";SEPT ETOILES;ZEVENSTERREN;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
362;"21003A331";ALLEE VERTE;GROENDREEF;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
363;"21003A41-";MONNET;MONNET;67;BERCHEM SAINTE-AGATHE CENTRE;SINT-AGATHA BERCHEM CENTRUM;21003;BERCHEM-SAINTE-AGATHE;SINT-AGATHA-BERCHEM
364;"21008A21K";MAIL;MAIL;68;VILLAS DE GANSHOREN;VILLA'S VAN GANSHOREN;21008;GANSHOREN;GANSHOREN
365;"21008A22K";VILLAS DE GANSHOREN (OUEST);VILLAS VAN GANSHOREN (WEST);68;VILLAS DE GANSHOREN;VILLA'S VAN GANSHOREN;21008;GANSHOREN;GANSHOREN
366;"21008A23-";DE MESMAEKER;DE MESMAEKER;68;VILLAS DE GANSHOREN;VILLA'S VAN GANSHOREN;21008;GANSHOREN;GANSHOREN
367;"21008A24K";REFORME;HERVORMING;68;VILLAS DE GANSHOREN;VILLA'S VAN GANSHOREN;21008;GANSHOREN;GANSHOREN
368;"21008A27-";NESTOR MARTIN;NESTOR MARTIN;68;VILLAS DE GANSHOREN;VILLA'S VAN GANSHOREN;21008;GANSHOREN;GANSHOREN
369;"21008A38K";PARC DE RIVIEREN;DE RIVIERENPARK;68;VILLAS DE GANSHOREN;VILLA'S VAN GANSHOREN;21008;GANSHOREN;GANSHOREN
370;"21008A00K";CENTRE;CENTRUM;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
371;"21008A01-";VAN PAGE-SUD;VAN PAGE-ZUID;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
372;"21008A02-";SIPPELBERG;SIPPELBERG;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
373;"21008A20-";CHARLES-QUINT;KEIZER-KAREL;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
374;"21008A30-";LE HOME;LE HOME;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
375;"21008A33-";VAN PAGE-NORD;VAN PAGE-NOORD;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
376;"21008A34K";PARC ALBERT;ALBERTPARK;69;GANSHOREN CENTRE;GANSHOREN CENTRUM;21008;GANSHOREN;GANSHOREN
377;"21008A10K";PLATEAU;PLATEAU;70;BASILIQUE;BASILIEK;21008;GANSHOREN;GANSHOREN
378;"21010A21-";MADELEINE;MAGDALENA;70;BASILIQUE;BASILIEK;21010;JETTE;JETTE
379;"21011A20-";PLATEAU;PLATEAU;70;BASILIQUE;BASILIEK;21011;KOEKELBERG;KOEKELBERG
380;"21011A30-";ARCHERS - FOUREZ;BOOGSCHUTTERS - FOUREZ;70;BASILIQUE;BASILIEK;21011;KOEKELBERG;KOEKELBERG
381;"21010A01-";ESSEGHEM;ESSEGHEM;71;WOESTE;WOESTE;21010;JETTE;JETTE
382;"21010A02-";LEOPOLD I;LEOPOLD I;71;WOESTE;WOESTE;21010;JETTE;JETTE
383;"21010A04-";NOTRE-DAME DE LOURDES;O.L. VROUW VAN LOURDES;71;WOESTE;WOESTE;21010;JETTE;JETTE
384;"21010A05-";ALBERT (QUARTIER);ALBERT-WIJK;71;WOESTE;WOESTE;21010;JETTE;JETTE
385;"21008A31-";TOUSSAINT;TOUSSAINT;72;JETTE CENTRE;JETTE CENTRUM;21008;GANSHOREN;GANSHOREN
386;"21008A32-";HEIDEKEN;HEIDEKEN;72;JETTE CENTRE;JETTE CENTRUM;21008;GANSHOREN;GANSHOREN
387;"21008A35-";CHARTE;KEURE;72;JETTE CENTRE;JETTE CENTRUM;21008;GANSHOREN;GANSHOREN
388;"21010A00-";CENTRE;CENTRUM;72;JETTE CENTRE;JETTE CENTRUM;21010;JETTE;JETTE
389;"21010A03-";MIROIR;SPIEGEL;72;JETTE CENTRE;JETTE CENTRUM;21010;JETTE;JETTE
390;"21010A31K";BAECK DUPRE;BAECK DUPRE;72;JETTE CENTRE;JETTE CENTRUM;21010;JETTE;JETTE
391;"21010A10K";ANCIENNE BARRIERE;OUDE AFSPANNING;73;HEYMBOSCH - AZ-JETTE;HEYMBOSCH - AZ-JETTE;21010;JETTE;JETTE
392;"21010A11K";HEYMBOSCH;HEYMBOSCH;73;HEYMBOSCH - AZ-JETTE;HEYMBOSCH - AZ-JETTE;21010;JETTE;JETTE
393;"21010A121";F. MOHRFELD (RUE DE);F. MOHRFELDSTRAAT;73;HEYMBOSCH - AZ-JETTE;HEYMBOSCH - AZ-JETTE;21010;JETTE;JETTE
394;"21010A1AK";ARBRE BALLON;DIKKE BEUK;73;HEYMBOSCH - AZ-JETTE;HEYMBOSCH - AZ-JETTE;21010;JETTE;JETTE
395;"21010A1AL";EXPOSITION (AVENUE DE);TENTOONSTELLINGSLAAN;73;HEYMBOSCH - AZ-JETTE;HEYMBOSCH - AZ-JETTE;21010;JETTE;JETTE
396;"21010A4MJ";VUB;VUB;73;HEYMBOSCH - AZ-JETTE;HEYMBOSCH - AZ-JETTE;21010;JETTE;JETTE
397;"21004E800";DIVIN JESUS;GODDELIJKE JEZUS;74;HEYSEL;HEIZEL;21004;BRUXELLES;BRUSSEL
398;"21004E81-";DISQUE (RUE DU);SCHIJFSTRAAT;74;HEYSEL;HEIZEL;21004;BRUXELLES;BRUSSEL
399;"21004E82-";CITE MODELE;MODELWIJK;74;HEYSEL;HEIZEL;21004;BRUXELLES;BRUSSEL
400;"21004E83-";STIENON (AVENUE);STIENONLAAN;74;HEYSEL;HEIZEL;21004;BRUXELLES;BRUSSEL
401;"21004E8MJ";HEYSEL;HEIZEL;74;HEYSEL;HEIZEL;21004;BRUXELLES;BRUSSEL
402;"21004E8NJ";HOPITAL BRUGMANN;BRUGMANN HOSPITAAL;74;HEYSEL;HEIZEL;21004;BRUXELLES;BRUSSEL
403;"21010A13-";CITE-JARDIN;TUINWIJK;74;HEYSEL;HEIZEL;21010;JETTE;JETTE
404;"21004E12-";PRINCE LEOPOLD (SQUARE);PRINS LEOPOLDSQUARE;75;HOUBA;HOUBA;21004;BRUXELLES;BRUSSEL
405;"21004E130";SACRE-COEUR;HEILIG-HART;75;HOUBA;HOUBA;21004;BRUXELLES;BRUSSEL
406;"21004E14-";ECOLE DES CADETS;KADETTENSCHOOL;75;HOUBA;HOUBA;21004;BRUXELLES;BRUSSEL
407;"21010A141";BRUGMANN;BRUGMANN;75;HOUBA;HOUBA;21010;JETTE;JETTE
408;"21004E201";AVENUE JEAN DE BOLOGNE;JEAN DE BOLOGNELAAN;76;MUTSAARD;MUTSAARD;21004;BRUXELLES;BRUSSEL
409;"21004E211";RUE DE WAND;WANDSTRAAT;76;MUTSAARD;MUTSAARD;21004;BRUXELLES;BRUSSEL
410;"21004E222";MUTSAARD (AVENUE);MUTSAARDLAAN;76;MUTSAARD;MUTSAARD;21004;BRUXELLES;BRUSSEL
411;"21004E233";DE MEYSSE (AVENUE);MEISESELAAN;76;MUTSAARD;MUTSAARD;21004;BRUXELLES;BRUSSEL
412;"21004F511";AVENUE DES PAGODES;PAGODENLAAN;76;MUTSAARD;MUTSAARD;21004;BRUXELLES;BRUSSEL
413;"21004F522";AVENUE DE VERSAILLES;VERSAILLESLAAN;76;MUTSAARD;MUTSAARD;21004;BRUXELLES;BRUSSEL
414;"21004F53K";RUE DES FAINES;BEUKENOOTJESSTRAAT;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
415;"21004F901";PLACE PETER BENOIT;PETER BENOIT PLEIN;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
416;"21004F91-";CROIX DE GUERRE (AVENUE DES);OORLOGSKRUISENLAAN;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
417;"21004F922";RUE CHATEAU BEYAERD;KASTEEL BEYAERD;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
418;"21004F930";COIN DES CERISES;KERSENHOEK;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
419;"21004F94-";VAL MARIA;MARIENDAAL;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
420;"21004F953";RUE DU WIMPELBERG;WIMPELBERGSTRAAT;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
421;"21004F994";TRASSERSWEG - NEDER-HEEMBEEK;TRASSERSWEG - NEDER-HEEMBEEK;77;HEEMBEEK;HEEMBEEK;21004;BRUXELLES;BRUSSEL
422;"21004G30-";SAINTE-ELISABETH;SINT-ELISABETH;78;HAREN;HAREN;21004;BRUXELLES;BRUSSEL
423;"21004G31K";HAREN-SUD-OUEST;HAREN-ZUIDWEST;78;HAREN;HAREN;21004;BRUXELLES;BRUSSEL
424;"21004G32K";HAREN-EST;HAREN-OOST;78;HAREN;HAREN;21004;BRUXELLES;BRUSSEL
425;"21004G3MJ";DOBBELENBERG;DOBBELENBERG;78;HAREN;HAREN;21004;BRUXELLES;BRUSSEL
426;"21006A00K";VIEIL EVERE;OUD EVERE;79;PAIX;VREDE;21006;EVERE;EVERE
427;"21006A011";CENTRE;CENTRUM;79;PAIX;VREDE;21006;EVERE;EVERE
428;"21006A02K";IEDER ZIJN HUIS - STROOBANTS;IEDER ZIJN HUIS - STROOBANTS;79;PAIX;VREDE;21006;EVERE;EVERE
429;"21006A03-";BLOCS SAINT-VINCENT;BLOKKEN SINT-VINCENTIUS;79;PAIX;VREDE;21006;EVERE;EVERE
430;"21006A04K";KERKHOEK;KERKHOEK;79;PAIX;VREDE;21006;EVERE;EVERE
431;"21006A052";CHAMP DE REPOS;RUSTPLAATS;79;PAIX;VREDE;21006;EVERE;EVERE
432;"21006A094";BON PASTEUR;GOEDE HERDER;79;PAIX;VREDE;21006;EVERE;EVERE
433;"21006A515";CARLI;CARLI;79;PAIX;VREDE;21006;EVERE;EVERE
434;"21015A111";MAETERLINCK;MAETERLINCK;80;HELMET;HELMET;21015;SCHAERBEEK;SCHAARBEEK
435;"21015A142";SAINTE-FAMILLE;HEILIGE FAMILIE;80;HELMET;HELMET;21015;SCHAERBEEK;SCHAARBEEK
436;"21015A20-";HELMET;HELMET;80;HELMET;HELMET;21015;SCHAERBEEK;SCHAARBEEK
437;"21015A21-";GUIDO GEZELLE (RUE);GUIDO GEZELLESTRAAT;80;HELMET;HELMET;21015;SCHAERBEEK;SCHAARBEEK
438;"21015A231";J. BLOCKX (RUE);J. BLOCKXSTRAAT;80;HELMET;HELMET;21015;SCHAERBEEK;SCHAARBEEK
439;"21015A272";HOPITAL P. BRIEN;M.H.I. P. BRIEN;80;HELMET;HELMET;21015;SCHAERBEEK;SCHAARBEEK
440;"21015A101";GARE;STATION;81;GARE DE SCHAERBEEK;SCHAARBEEK STATION;21015;SCHAERBEEK;SCHAARBEEK
441;"21015A12-";HUART HAMOIR (AVENUE);HUART HAMOIRLAAN;81;GARE DE SCHAERBEEK;SCHAARBEEK STATION;21015;SCHAERBEEK;SCHAARBEEK
442;"21015A152";PR. ELISABETH-NORD;PR. ELISABETH-NOORD;81;GARE DE SCHAERBEEK;SCHAARBEEK STATION;21015;SCHAERBEEK;SCHAARBEEK
443;"21015A22-";MARBOTIN A. (RUE);MARBOTIN A. STRAAT;82;TERDELT;TERDELT;21015;SCHAERBEEK;SCHAARBEEK
444;"21015A811";TERDELT;TERDELT;82;TERDELT;TERDELT;21015;SCHAERBEEK;SCHAARBEEK
445;"21015A82K";CH. GILISQUET - SUD (AVENUE);CH. GILISQUET - ZUIDLAAN;82;TERDELT;TERDELT;21015;SCHAERBEEK;SCHAARBEEK
446;"21015A831";LATINIS (AVENUE G.);LATINIS G. STRAAT;82;TERDELT;TERDELT;21015;SCHAERBEEK;SCHAARBEEK
447;"21015A883";THEUNIS PIERRE (RUE);THEUNIS PIERRE STRAAT;82;TERDELT;TERDELT;21015;SCHAERBEEK;SCHAARBEEK
448;"21006A101";CONSCIENCE;CONSCIENCE;83;CONSCIENCE;CONSCIENCE;21006;EVERE;EVERE
449;"21006A13-";MAISON COMMUNALE;GEMEENTEHUIS;83;CONSCIENCE;CONSCIENCE;21006;EVERE;EVERE
450;"21006A142";ED. DEKNOOP (RUE);ED. DEKNOOPSTRAAT;83;CONSCIENCE;CONSCIENCE;21006;EVERE;EVERE
451;"21006A153";KEET;KEET;83;CONSCIENCE;CONSCIENCE;21006;EVERE;EVERE
452;"21006A11-";OASIS - PROVENCE - LANGUEDOC;OASE - PROVENCE - LANGUEDOC;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
453;"21006A12-";GERMINAL I;GERMINAL I;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
454;"21006A17K";OLYMPIADES (AVENUE DES);OLYMPIADENLAAN;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
455;"21006A17L";ANCIENS COMBATTANTS (AVENUE DES);OUD-STRIJDERSLAAN;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
456;"21006A22K";SAINT-EXUPERY;SAINT-EXUPERY;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
457;"21006A312";J. BORDET (AVENUE DE);J. BORDET LAAN;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
458;"21006A32K";GERMINAL II;GERMINAL II;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
459;"21006A41K";P. DUPONT (RUE);P. DUPONTSTRAAT;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
460;"21006A41L";TUINBOUW;TUINBOUW;84;AVENUE LEOPOLD III;LEOPOLD III LAAN;21006;EVERE;EVERE
461;"21015A70-";P. HYMANS (RUE);P. HYMANSSTRAAT;85;GARE JOSAPHAT;JOSAPHAT STATION;21015;SCHAERBEEK;SCHAARBEEK
462;"21015A71-";JARDINS;BLOEMTUINEN;85;GARE JOSAPHAT;JOSAPHAT STATION;21015;SCHAERBEEK;SCHAARBEEK
463;"21015A721";F. COURTENS (AVENUE);F. COURTENSLAAN;85;GARE JOSAPHAT;JOSAPHAT STATION;21015;SCHAERBEEK;SCHAARBEEK
464;"21015A782";CIMETIERE DE SAINT-JOSSE;KERKHOF VAN SINT-JOOST;85;GARE JOSAPHAT;JOSAPHAT STATION;21015;SCHAERBEEK;SCHAARBEEK
465;"21015A7MJ";JOSAPHAT GARE;JOSAPHAT STATION;85;GARE JOSAPHAT;JOSAPHAT STATION;21015;SCHAERBEEK;SCHAARBEEK
466;"21006A201";HAUT-EVERE;HOOG-EVERE;86;PADUWA;PADUWA;21006;EVERE;EVERE
467;"21006A21-";HOME FAMILIAL BRABANT;BRABANTS THUIS;86;PADUWA;PADUWA;21006;EVERE;EVERE
468;"21006A23-";DU BONHEUR;GELUKZALIGHEID;86;PADUWA;PADUWA;21006;EVERE;EVERE
469;"21006A24-";IEDER ZIJN HUIS - ZAVENTEM;IEDER ZIJN HUIS - ZAVENTEM;86;PADUWA;PADUWA;21006;EVERE;EVERE
470;"21006A25-";GIBET;GIBET;86;PADUWA;PADUWA;21006;EVERE;EVERE
471;"21006A27K";LEONARD MOMMAERTS (AVENUE);LEONARD MOMMAERTSLAAN;86;PADUWA;PADUWA;21006;EVERE;EVERE
472;"21006A27L";COLONEL BOURG (RUE);KOLONEL BOURGSTRAAT;86;PADUWA;PADUWA;21006;EVERE;EVERE
473;"21006A403";QUARTIER CICERO;CICEROWIJK;86;PADUWA;PADUWA;21006;EVERE;EVERE
474;"21006A47K";W. VAN DER MEEREN (RUE);W. VAN DER MEERENSTRAAT;86;PADUWA;PADUWA;21006;EVERE;EVERE
475;"21006A47L";COMMUNAUTES - NORD-OUEST;GEMEENSCHAPPEN - NOORD-WESTEN;86;PADUWA;PADUWA;21006;EVERE;EVERE
476;"21015A73-";H. EVENEPOEL (RUE);H. EVENEPOELSTRAAT;87;REYERS;REYERS;21015;SCHAERBEEK;SCHAARBEEK
477;"21015A77K";MEDIAPARK;MEDIAPARK;87;REYERS;REYERS;21015;SCHAERBEEK;SCHAARBEEK
478;"21015A77L";COLONEL BOURG (RUE);KOLONEL BOURGSTRAAT;87;REYERS;REYERS;21015;SCHAERBEEK;SCHAARBEEK
479;"21015A51-";CERISIERS (AVENUE DES);KERSELARENLAAN;88;GEORGES HENRI;GEORGES HENRI;21015;SCHAERBEEK;SCHAARBEEK
480;"21018A20-";GEORGES HENRI (AVENUE);GEORGES HENRILAAN;88;GEORGES HENRI;GEORGES HENRI;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
481;"21018A21-";DE BROQUEVILLE (AVENUE)-NORD;DE BROQUEVILLELAAN-NOORD;88;GEORGES HENRI;GEORGES HENRI;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
482;"21018A24-";LAMBEAU (AVENUE);LAMBEAULAAN;88;GEORGES HENRI;GEORGES HENRI;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
483;"21018A61-";HEYDENBERG-EST;HEYDENBERG-OOST;88;GEORGES HENRI;GEORGES HENRI;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
484;"21018A62-";HEYDENBERG-OUEST;HEYDENBERG-WEST;88;GEORGES HENRI;GEORGES HENRI;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
485;"21018A02-";SLEGERS (AVENUE);SLEGERSLAAN;89;GRIBAUMONT;GRIBAUMONT;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
486;"21018A031";ABELOOS;ABELOOS;89;GRIBAUMONT;GRIBAUMONT;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
487;"21018A09-";RASANTE;RASANTE;89;GRIBAUMONT;GRIBAUMONT;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
