"id";"secteurstatistique_code";"secteurstatistique_nom_fr";"secteurstatistique_nom_nl";"quartier_code";"quartier_nom_fr";"quartier_nom_nl";"commune_code";"commune_nom_fr";"commune_nom_nl"
1;"21004A001";GRAND-PLACE;GROTE MARKT;1;GRAND PLACE;GROTE MARKT;21004;BRUXELLES;BRUSSEL
2;"21004A002";BOURSE;BEURS;1;GRAND PLACE;GROTE MARKT;21004;BRUXELLES;BRUSSEL
3;"21004A01-";VIEILLE HALLE AUX BLES;OUD KORENHUIS;1;GRAND PLACE;GROTE MARKT;21004;BRUXELLES;BRUSSEL
4;"21004A34-";MONNAIE;MUNT;1;GRAND PLACE;GROTE MARKT;21004;BRUXELLES;BRUSSEL
5;"21004A20-";BOURSE-NORD-OUEST;BEURS-NOORDWEST;2;DANSAERT;DANSAERT;21004;BRUXELLES;BRUSSEL
6;"21004A23-";NOUVEAU MARCHE AU GRAIN;NIEUWE GRAANMARKT;2;DANSAERT;DANSAERT;21004;BRUXELLES;BRUSSEL
7;"21004A24-";MARCHE AU PORCS;VARKENSMARKT;2;DANSAERT;DANSAERT;21004;BRUXELLES;BRUSSEL
8;"21004A25-";BEGUINAGE (PLACE DU);BEGIJNHOFPLEIN;3;BEGUINAGE - DIXMUDE;BEGIJNHOF - DIKSMUIDE;21004;BRUXELLES;BRUSSEL
9;"21004A811";QUAI DU COMMERCE;HANDELSKAAI;3;BEGUINAGE - DIXMUDE;BEGIJNHOF - DIKSMUIDE;21004;BRUXELLES;BRUSSEL
10;"21004A822";RUE DES COMMERCANTS;KOOPLIEDENSTRAAT;3;BEGUINAGE - DIXMUDE;BEGIJNHOF - DIKSMUIDE;21004;BRUXELLES;BRUSSEL
11;"21004A83-";E. JACQMAIN (BOULEVARD)-OUEST;E. JACQMAINLAAN-WEST;3;BEGUINAGE - DIXMUDE;BEGIJNHOF - DIKSMUIDE;21004;BRUXELLES;BRUSSEL
12;"21004A32-";CONGRES - GARE;CONGRES - STATION;4;MARTYRS;MARTELAARS;21004;BRUXELLES;BRUSSEL
13;"21004A35-";AD. MAX (BOULEVARD);AD. MAXLAAN;4;MARTYRS;MARTELAARS;21004;BRUXELLES;BRUSSEL
14;"21004A33-";LIBERTE (PLACE DE LA);VRIJHEIDSPLEIN;5;NOTRE-DAME AUX NEIGES;ONZE LIEVE VROUW TER SNEEUW;21004;BRUXELLES;BRUSSEL
15;"21004A3MJ";CITE ADMINISTRATIVE ET CONGRES;RIJKSADMIN. CENTRUM EN CONGRES;5;NOTRE-DAME AUX NEIGES;ONZE LIEVE VROUW TER SNEEUW;21004;BRUXELLES;BRUSSEL
16;"21004A10-";GARE CENTRALE;CENTRAAL STATION;6;QUARTIER ROYAL;KONINGSWIJK;21004;BRUXELLES;BRUSSEL
17;"21004A12-";REGENT (BOULEVARD DU);REGENTLAAN;6;QUARTIER ROYAL;KONINGSWIJK;21004;BRUXELLES;BRUSSEL
18;"21004A19-";PARC DE BRUXELLES;WARANDEPARK;6;QUARTIER ROYAL;KONINGSWIJK;21004;BRUXELLES;BRUSSEL
19;"21004A1MJ";COLONIES (RUE DES);KOLONIENSTRAAT;6;QUARTIER ROYAL;KONINGSWIJK;21004;BRUXELLES;BRUSSEL
20;"21004A30-";SAINT-MICHEL ET GUDULE;SINT-MICHEL EN GOEDELE;6;QUARTIER ROYAL;KONINGSWIJK;21004;BRUXELLES;BRUSSEL
21;"21004A13-";PETIT SABLON;KLEINE ZAVEL;7;SABLON;ZAVEL;21004;BRUXELLES;BRUSSEL
22;"21004A14-";GRAND SABLON;GROTE ZAVEL;7;SABLON;ZAVEL;21004;BRUXELLES;BRUSSEL
23;"21004A04-";NOTRE-DAME DE LA CHAPELLE;KAPELLEKERK;8;MAROLLES;MAROLLEN;21004;BRUXELLES;BRUSSEL
24;"21004A15-";JACOBS (PLACE);JACOBSPLEIN;8;MAROLLES;MAROLLEN;21004;BRUXELLES;BRUSSEL
25;"21004A16-";PALAIS JUSTICE-HOP. ST.-PIERRE;JUSTITIEPALEIS - SINT-PIETERS HOSPITAAL;8;MAROLLES;MAROLLEN;21004;BRUXELLES;BRUSSEL
26;"21004A70-";BLAES (RUE)-SUD;BLAESSTRAAT-ZUID;8;MAROLLES;MAROLLEN;21004;BRUXELLES;BRUSSEL
27;"21004A71-";BLAES (RUE)-CENTRE;BLAESSTRAAT-CENTRUM;8;MAROLLES;MAROLLEN;21004;BRUXELLES;BRUSSEL
28;"21004A72-";SAINT-THOMAS (INSTITUT);SINT-THOMAS (INSTITUUT);8;MAROLLES;MAROLLEN;21004;BRUXELLES;BRUSSEL
29;"21004A02-";SAINT-FRANCOIS XAVIER;SINT-FRANCISCUS XAVERIUS;9;STALINGRAD;STALINGRAD;21004;BRUXELLES;BRUSSEL
30;"21004A03-";BON SECOURS - PALAIS DU MIDI;BIJSTAND - ZUID PALEIS;9;STALINGRAD;STALINGRAD;21004;BRUXELLES;BRUSSEL
31;"21004A21-";ANNEESSENS (PLACE);ANNEESSENSPLEIN;10;ANNEESSENS;ANNEESSENS;21004;BRUXELLES;BRUSSEL
32;"21004A22-";SENNE (RUE DE LA);ZENNESTRAAT;10;ANNEESSENS;ANNEESSENS;21004;BRUXELLES;BRUSSEL
33;"21001B20-";CONSEIL-NORD;RAAD-NOORD;11;CUREGHEM BARA;KUREGEM BARA;21001;ANDERLECHT;ANDERLECHT
34;"21001B21-";BROGNIEZ-NORD;BROGNIEZ-NOORD;11;CUREGHEM BARA;KUREGEM BARA;21001;ANDERLECHT;ANDERLECHT
35;"21001B22-";BROGNIEZ-SUD;BROGNIEZ-ZUID;11;CUREGHEM BARA;KUREGEM BARA;21001;ANDERLECHT;ANDERLECHT
36;"21001B23-";CONSEIL-SUD;RAAD-ZUID;11;CUREGHEM BARA;KUREGEM BARA;21001;ANDERLECHT;ANDERLECHT
37;"21013A612";JAMAR;JAMAR;11;CUREGHEM BARA;KUREGEM BARA;21013;SAINT-GILLES;SINT-GILLIS
38;"21013A623";FRANCE (RUE DE);FRANKRIJKSTRAAT;11;CUREGHEM BARA;KUREGEM BARA;21013;SAINT-GILLES;SINT-GILLIS
39;"21001B241";REVISION-SUD;HERZIENING-ZUID;12;CUREGHEM VETERINAIRE;KUREGEM VEEARTSENIJ;21001;ANDERLECHT;ANDERLECHT
40;"21001B25-";REVISION-NORD;HERZIENING-NOORD;12;CUREGHEM VETERINAIRE;KUREGEM VEEARTSENIJ;21001;ANDERLECHT;ANDERLECHT
41;"21001B31K";ALBERT I- IMMEUBLES;ALBERT I - FLATGEBOUWEN;12;CUREGHEM VETERINAIRE;KUREGEM VEEARTSENIJ;21001;ANDERLECHT;ANDERLECHT
42;"21001B32K";ALBERT I- QUARTIER;ALBERT I - BUURT;12;CUREGHEM VETERINAIRE;KUREGEM VEEARTSENIJ;21001;ANDERLECHT;ANDERLECHT
43;"21001B332";GOUJONS;GRONDELS;12;CUREGHEM VETERINAIRE;KUREGEM VEEARTSENIJ;21001;ANDERLECHT;ANDERLECHT
44;"21001B372";DEUX GARES;TWEESTATIONS;12;CUREGHEM VETERINAIRE;KUREGEM VEEARTSENIJ;21001;ANDERLECHT;ANDERLECHT
45;"21001B10-";ROSEE-EST;DAUW-OOST;13;CUREGHEM ROSEE;KUREGEM DAUW;21001;ANDERLECHT;ANDERLECHT
46;"21001B11-";ROSEE-OUEST;DAUW-WEST;13;CUREGHEM ROSEE;KUREGEM DAUW;21001;ANDERLECHT;ANDERLECHT
47;"21001B17-";ABATTOIR;SLACHTHUIS;13;CUREGHEM ROSEE;KUREGEM DAUW;21001;ANDERLECHT;ANDERLECHT
48;"21012A11-";INDUSTRIE;INDUSTRIE;13;CUREGHEM ROSEE;KUREGEM DAUW;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
49;"21012A10-";DUCHESSE DE BRABANT;HERTOGIN VAN BRABANT;14;DUCHESSE;HERTOGIN;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
50;"21012A12-";BIRMINGHAM-SUD;BIRMINGHAM-ZUID;14;DUCHESSE;HERTOGIN;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
51;"21012A13-";BIRMINGHAM-NORD;BIRMINGHAM-NOORD;14;DUCHESSE;HERTOGIN;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
52;"21012A141";INDEPENDANCE;ONAFHANKELIJKHEID;15;GARE DE L'OUEST;WESTSTATION;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
53;"21012A152";ETANGS NOIRS;ZWARTE VIJVERS;15;GARE DE L'OUEST;WESTSTATION;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
54;"21012A172";GARE OUEST;WEST-STATION;15;GARE DE L'OUEST;WESTSTATION;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
55;"21012A2MJ";CHEMIN DE FER;SPOORWEG;15;GARE DE L'OUEST;WESTSTATION;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
56;"21012A00-";CENTRE;CENTRUM;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
57;"21012A011";CANAL-SUD;KANAAL-ZUID;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
58;"21012A02-";BRUNFAUT (QUARTIER);BRUNFAUTWIJK;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
59;"21012A03-";RANSFORT;RANSFORT;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
60;"21012A041";QUATRE VENTS;VIER WINDEN;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
61;"21012A05-";SAINT-JOSEPH;SINT-JOZEF;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
62;"21012A71-";PIERS;PIERS;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
63;"21012A72-";LAVALLEE;LAVALLEE;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
64;"21012A732";CANAL-NORD;KANAAL-NOORD;16;MOLENBEEK HISTORIQUE;HISTORISCH MOLENBEEK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
65;"21011A00-";VANHUFFEL;VANHUFFEL;17;KOEKELBERG;KOEKELBERG;21011;KOEKELBERG;KOEKELBERG
66;"21011A01-";SAINTE-ANNE;SINT-ANNA;17;KOEKELBERG;KOEKELBERG;21011;KOEKELBERG;KOEKELBERG
67;"21011A02-";JACQUET (RUE DE);JACQUETSTRAAT;17;KOEKELBERG;KOEKELBERG;21011;KOEKELBERG;KOEKELBERG
68;"21004D63K";BASSIN VERGOTE;VERGOTEDOK;18;QUARTIER MARITIME;HAVENWIJK;21004;BRUXELLES;BRUSSEL
69;"21004D63L";QUAI DES PENICHES;AKENKAAI;18;QUARTIER MARITIME;HAVENWIJK;21004;BRUXELLES;BRUSSEL
70;"21004D6NK";CENTRE TIR;TIR-CENTRUM;18;QUARTIER MARITIME;HAVENWIJK;21004;BRUXELLES;BRUSSEL
71;"21004D6NL";TOUR ET TAXIS;THURN EN TAXIS;18;QUARTIER MARITIME;HAVENWIJK;21004;BRUXELLES;BRUSSEL
72;"21012A60-";LAEKENVELD;LAKENVELD;18;QUARTIER MARITIME;HAVENWIJK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
73;"21012A611";MEXICO;MEXICO;18;QUARTIER MARITIME;HAVENWIJK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
74;"21012A62-";LIBERATEURS;BEVRIJDERS;18;QUARTIER MARITIME;HAVENWIJK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
75;"21012A63-";DUBRUCQ-NORD;DUBRUCQ-NOORD;18;QUARTIER MARITIME;HAVENWIJK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
76;"21012A672";ULENS;ULENS;18;QUARTIER MARITIME;HAVENWIJK;21012;MOLENBEEK-SAINT-JEAN;SINT-JANS-MOLENBEEK
77;"21004E74-";EM. DELVA (RUE);EM. DELVASTRAAT;19;VIEUX LAEKEN OUEST;OUD LAKEN WEST;21004;BRUXELLES;BRUSSEL
78;"21004E101";PARVIS NOTRE DAME;ONZE-LIEVE-VROUWVOORPLEIN;20;VIEUX LAEKEN EST;OUD LAKEN OOST;21004;BRUXELLES;BRUSSEL
79;"21004E112";RUE DES CHRYSANTHEMES;CHRYSANTENSTRAAT;20;VIEUX LAEKEN EST;OUD LAKEN OOST;21004;BRUXELLES;BRUSSEL
80;"21004E193";N.D. DE LAEKEN;O.L.V. VAN LAEKEN;20;VIEUX LAEKEN EST;OUD LAKEN OOST;21004;BRUXELLES;BRUSSEL
81;"21004E70-";MARIE-CHRISTINE (RUE);MARIA-CHRISTINASTRAAT;20;VIEUX LAEKEN EST;OUD LAKEN OOST;21004;BRUXELLES;BRUSSEL
82;"21004E72-";MAISON ROUGE (PLACE)-SUD;ROODHUISPLEIN-ZUID;20;VIEUX LAEKEN EST;OUD LAKEN OOST;21004;BRUXELLES;BRUSSEL
83;"21004E73-";EM. BOCKSTAEL (BOULEVARD)-SUD;EM. BOCKSTAELLAAN-ZUID;20;VIEUX LAEKEN EST;OUD LAKEN OOST;21004;BRUXELLES;BRUSSEL
84;"21004D600";PARVIS SAINT-ROCH;SINT-ROCHUS VOORPLEIN;21;QUARTIER NORD;NOORDWIJK;21004;BRUXELLES;BRUSSEL
85;"21004D610";ANVERS (CHAUSSEE D')-SUD;ANTWERPSE STEENWEG-ZUID;21;QUARTIER NORD;NOORDWIJK;21004;BRUXELLES;BRUSSEL
86;"21004D62-";ANVERS (CHAUSSEE D')-NORD;ANTWERPSE STEENWEG-NOORD;21;QUARTIER NORD;NOORDWIJK;21004;BRUXELLES;BRUSSEL
87;"21004D64-";MASUI (PLACE)-NORD;MASUIPLEIN-NORD;21;QUARTIER NORD;NOORDWIJK;21004;BRUXELLES;BRUSSEL
88;"21004D672";QUAI DE WILLEBROECK;WILLEBROEKSE KAAI;21;QUARTIER NORD;NOORDWIJK;21004;BRUXELLES;BRUSSEL
89;"21014A13-";ROGIER;ROGIER;21;QUARTIER NORD;NOORDWIJK;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
90;"21014A2MJ";NORD;NOORD;21;QUARTIER NORD;NOORDWIJK;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
91;"21014A3MJ";MANHATTAN;MANHATTAN;21;QUARTIER NORD;NOORDWIJK;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
92;"21015A43-";GARE DU NORD;NOORDSTATION;21;QUARTIER NORD;NOORDWIJK;21015;SCHAERBEEK;SCHAARBEEK
93;"21015A44-";REINE (AVENUE);KONINGINNELAAN;21;QUARTIER NORD;NOORDWIJK;21015;SCHAERBEEK;SCHAARBEEK
94;"21014A10-";SAINT-FRANCOIS;SINT-FRANCISCUS;22;QUARTIER BRABANT;BRABANTWIJK;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
95;"21014A12-";SAINT-LAZARE;SINT-LAZARUS;22;QUARTIER BRABANT;BRABANTWIJK;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
96;"21014A14-";PRAIRIE;WEIDE;22;QUARTIER BRABANT;BRABANTWIJK;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
97;"21015A40-";BRABANT (RUE DE);BRABANTSTRAAT;22;QUARTIER BRABANT;BRABANTWIJK;21015;SCHAERBEEK;SCHAARBEEK
98;"21015A41-";VANDERLINDEN (RUE);VANDERLINDENSTRAAT;22;QUARTIER BRABANT;BRABANTWIJK;21015;SCHAERBEEK;SCHAARBEEK
99;"21015A421";PALAIS (RUE DE);PALEIZENSTRAAT;22;QUARTIER BRABANT;BRABANTWIJK;21015;SCHAERBEEK;SCHAARBEEK
100;"21015A45-";STEPHENSON (PLACE);STEPHENSONPLEIN;22;QUARTIER BRABANT;BRABANTWIJK;21015;SCHAERBEEK;SCHAARBEEK
101;"21015A612";BRICHAUT (RUE DE);BRICHAUTSTRAAT;22;QUARTIER BRABANT;BRABANTWIJK;21015;SCHAERBEEK;SCHAARBEEK
102;"21015A00-";COLIGNON (PLACE);COLIGNONPLEIN;23;COLLIGNON;COLLIGNON;21015;SCHAERBEEK;SCHAARBEEK
103;"21015A01-";VAN YSENDYCK (RUE);VAN YSENDYCKSTRAAT;23;COLLIGNON;COLLIGNON;21015;SCHAERBEEK;SCHAARBEEK
104;"21015A021";HOUFFALIZE (PLACE);HOUFFALIZEPLEIN;23;COLLIGNON;COLLIGNON;21015;SCHAERBEEK;SCHAARBEEK
105;"21015A13-";PORTAELS (RUE);PORTAELSSTRAAT;23;COLLIGNON;COLLIGNON;21015;SCHAERBEEK;SCHAARBEEK
106;"21015A24-";WAELHEM (RUE);WAELHEMSTRAAT;23;COLLIGNON;COLLIGNON;21015;SCHAERBEEK;SCHAARBEEK
107;"21015A622";BRUSILIA;BRUSILIA;23;COLLIGNON;COLLIGNON;21015;SCHAERBEEK;SCHAARBEEK
108;"21014A04-";HAECHT (CHAUSSEE DE);HAACHTSE STEENWEG;24;CHAUSSEE DE HAECHT;HAACHTSE STEENWEG;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
109;"21015A03-";JOSAPHAT (RUE);JOSAPHATSTRAAT;24;CHAUSSEE DE HAECHT;HAACHTSE STEENWEG;21015;SCHAERBEEK;SCHAARBEEK
110;"21015A04-";L'OLIVIER (RUE);L'OLIVIERSTRAAT;24;CHAUSSEE DE HAECHT;HAACHTSE STEENWEG;21015;SCHAERBEEK;SCHAARBEEK
111;"21015A05-";ROYALE SAINTE-MARIE (RUE);KONINKLIJKE SINT-MARIASTRAAT;24;CHAUSSEE DE HAECHT;HAACHTSE STEENWEG;21015;SCHAERBEEK;SCHAARBEEK
112;"21014A00-";PLACE SAINT-JOSSE;SINT-JOOST PLAATS;25;SAINT-JOSSE CENTRE;SINT-JOOST CENTRUM;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
113;"21014A01-";STEURS;STEURS;25;SAINT-JOSSE CENTRE;SINT-JOOST CENTRUM;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
114;"21014A02-";CHARITE;LIEFDADIGHEID;25;SAINT-JOSSE CENTRE;SINT-JOOST CENTRUM;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
115;"21014A03-";MADOU;MADOU;25;SAINT-JOSSE CENTRE;SINT-JOOST CENTRUM;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
116;"21014A05-";HOUWAERT;HOUWAERT;25;SAINT-JOSSE CENTRE;SINT-JOOST CENTRUM;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
117;"21014A41-";BOSSUET;BOSSUET;25;SAINT-JOSSE CENTRE;SINT-JOOST CENTRUM;21014;SAINT-JOSSE-TEN-NOODE;SINT-JOOST-TEN-NODE
118;"21015A30-";GRANDE RUE AU BOIS;GROTE BOSSTRAAT;26;DAILLY;DAILLY;21015;SCHAERBEEK;SCHAARBEEK
119;"21015A31-";PATRIE;VADERLAND;26;DAILLY;DAILLY;21015;SCHAERBEEK;SCHAARBEEK
120;"21015A32-";CONSOLATION (RUE DE LA);TROOSTSTRAAT;26;DAILLY;DAILLY;21015;SCHAERBEEK;SCHAARBEEK
121;"21015A33-";BIENFAITEURS (PLACE DE);WELDOENERSPLEIN;26;DAILLY;DAILLY;21015;SCHAERBEEK;SCHAARBEEK
122;"21015A53-";DAILLY (PLACE);DAILLYPLEIN;26;DAILLY;DAILLY;21015;SCHAERBEEK;SCHAARBEEK
123;"21015A64-";DUPLOYE SQUARE;DUPLOYE SQUARE;26;DAILLY;DAILLY;21015;SCHAERBEEK;SCHAARBEEK
124;"21015A34-";PAQUERETTES (RUE);MADELIEFJESSTRAAT;27;JOSAPHAT;JOSAPHAT;21015;SCHAERBEEK;SCHAARBEEK
125;"21015A35-";JEAN STOBBAERTS (AVENUE);JEAN STOBBAERTSLAAN;27;JOSAPHAT;JOSAPHAT;21015;SCHAERBEEK;SCHAARBEEK
126;"21015A36-";CAMBIER (AVENUE E.);CAMBIER E. STRAAT;27;JOSAPHAT;JOSAPHAT;21015;SCHAERBEEK;SCHAARBEEK
127;"21015A63-";DESCHANEL P. (AVENUE);P. DESCHANELLAAN;27;JOSAPHAT;JOSAPHAT;21015;SCHAERBEEK;SCHAARBEEK
128;"21015A50-";OPALE;OPAAL;28;PLASKY;PLASKY;21015;SCHAERBEEK;SCHAARBEEK
129;"21015A54-";EMERAUDE (AVENUE);SMARAGDLAAN;28;PLASKY;PLASKY;21015;SCHAERBEEK;SCHAARBEEK
130;"21004B411";DEUX EGLISES (RUE DES);TWEEKERKENSTRAAT;29;SQUARES;SQUARES;21004;BRUXELLES;BRUSSEL
131;"21004B421";MARIE-LOUISE (SQUARE);MARIE-LOUISESQUARE;29;SQUARES;SQUARES;21004;BRUXELLES;BRUSSEL
132;"21004B43-";AMBIORIX-NORD (SQUARE);AMBIORIXSQUARE-NOORD;29;SQUARES;SQUARES;21004;BRUXELLES;BRUSSEL
133;"21004B44-";AMBIORIX-SUD (SQUARE);AMBIORIXSQUARE-ZUID;29;SQUARES;SQUARES;21004;BRUXELLES;BRUSSEL
134;"21004B45-";ERM;KMS;30;PORTE TERVUEREN;TERVURENSE POORT;21004;BRUXELLES;BRUSSEL
135;"21005A20-";PORTE DE TERVUEREN - TONGRES;TERVURENSEPOORT - TONGERENSTR.;30;PORTE TERVUEREN;TERVURENSE POORT;21005;ETTERBEEK;ETTERBEEK
136;"21005A21-";PORTE DE TERVUEREN - BRAFFORT;TERVURENSEPOORT - BRAFFORT;30;PORTE TERVUEREN;TERVURENSE POORT;21005;ETTERBEEK;ETTERBEEK
137;"21005A22-";PORTE DE TERVUEREN - L. DE LANTSHEERE (RUE);TERVURENSEPOORT - L. DE LANTSHEERESTRAAT;30;PORTE TERVUEREN;TERVURENSE POORT;21005;ETTERBEEK;ETTERBEEK
138;"21015A52-";LINTHOUT (RUE);LINTHOUTSTRAAT;30;PORTE TERVUEREN;TERVURENSE POORT;21015;SCHAERBEEK;SCHAARBEEK
139;"21018A72-";ROGATIONS;KRUISDAGEN;30;PORTE TERVUEREN;TERVURENSE POORT;21018;WOLUWE-SAINT-LAMBERT;SINT-LAMBRECHTS-WOLUWE
140;"21005A14-";ARMEE (AVENUE DE L');LEGERLAAN;31;SAINT-MICHEL;SINT-MICHIEL;21005;ETTERBEEK;ETTERBEEK
141;"21005A15-";SAINT-MICHEL COLLEGE;SINT-MICHIELS COLLEGE;31;SAINT-MICHEL;SINT-MICHIEL;21005;ETTERBEEK;ETTERBEEK
142;"21019A51-";COLLEGE SAINT-MICHEL;SINT-MICHIELSCOLLEGE;31;SAINT-MICHEL;SINT-MICHIEL;21019;WOLUWE-SAINT-PIERRE;SINT-PIETERS-WOLUWE
143;"21005A01-";SAINTE-GERTRUDE;SINT-GERTRUDIS;32;SAINT-PIERRE;SINT-PIETER;21005;ETTERBEEK;ETTERBEEK
144;"21005A02-";CHAMP DU ROI (RUE);KONINGSVELDSTRAAT;32;SAINT-PIERRE;SINT-PIETER;21005;ETTERBEEK;ETTERBEEK
145;"21005A051";RINSDELLE;RINSDELLE;32;SAINT-PIERRE;SINT-PIETER;21005;ETTERBEEK;ETTERBEEK
146;"21005A082";COURS ST-MICHEL;ST.-MICHIELSWARANDE;32;SAINT-PIERRE;SINT-PIETER;21005;ETTERBEEK;ETTERBEEK
147;"21005A11-";NOTRE-DAME DU SACRE-COEUR;O.L. VROUW VAN HET HEILIG HART;32;SAINT-PIERRE;SINT-PIETER;21005;ETTERBEEK;ETTERBEEK
148;"21005A042";PH. BAUCQ (RUE);PH. BAUCQSTRAAT;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
149;"21005A10-";GENERAL HENRI (RUE);GENERAAL HENRISTRAAT;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
150;"21005A12-";SAINT-ANTOINE;SINT-ANTONIUS;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
151;"21005A13-";LA CHASSE;DE JACHT;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
152;"21005A31K";ARSENAL;ARSENAL;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
153;"21005A31L";GÉRUZET;GERUZET;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
154;"21005A322";NOUVELLE AVENUE-SUD;NIEUWE BAAN-ZUID;33;CHASSE;JACHT;21005;ETTERBEEK;ETTERBEEK
155;"21005A00-";HOTEL COMMUNAL;GEMEENTEHUIS;34;JOURDAN;JOURDAN;21005;ETTERBEEK;ETTERBEEK
156;"21005A031";MAELBEEK;MAALBEEK;34;JOURDAN;JOURDAN;21005;ETTERBEEK;ETTERBEEK
157;"21009A52-";GRAY (RUE);GRAYSTRAAT;34;JOURDAN;JOURDAN;21009;IXELLES;ELSENE
158;"21004B10-";ORBAN (SQUARE);ORBANSQUARE;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
159;"21004B112";RUE DU COMMERCE;HANDELSSTRAAT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
160;"21004B13-";TREVES (RUE DE);TRIERSTRAAT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
161;"21004B1MJ";RUE JOSEPH II;JOSEPH II STRAAT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
162;"21004B2MK";SCHUMAN (ROND-POINT);SCHUMAN RONDPLEIN;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
163;"21004B2NK";CITE DE LA CHAUSSEE;STEENWEGWIJK;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
164;"21004B2WK";RUE DE PASCAL - ST.-SACREMENT;PASCALSTRAAT - H. SACREMENT;35;QUARTIER EUROPEEN;EUROPAWIJK;21004;BRUXELLES;BRUSSEL
165;"21009A501";LUXEMBOURG (PLACE DE);LUXEMBURG PLEIN;35;QUARTIER EUROPEEN;EUROPAWIJK;21009;IXELLES;ELSENE
166;"21009A51K";WIERTZ;WIERTZ;35;QUARTIER EUROPEEN;EUROPAWIJK;21009;IXELLES;ELSENE
167;"21009A593";QUARTIER LEOPOLD;LEOPOLD KWARTIER;35;QUARTIER EUROPEEN;EUROPAWIJK;21009;IXELLES;ELSENE
168;"21009A00-";CENTRE;CENTRUM;36;MATONGE;MATONGE;21009;IXELLES;ELSENE
169;"21009A051";SAINT-BONIFACE;SINT-BONIFAAS;36;MATONGE;MATONGE;21009;IXELLES;ELSENE
